name,market_cap,place,symbol,rate,market_cap_format,market_cap_USD
Infosys,2.68兆, - Infosys Ltd (NSE),INR,0.0148,268000000000000,3966400000000
Crown Castle International,422.50億, - CROWN CASTLE In/SH SH (NYSE),USD,1.0,4225000000000,4225000000000
China Unicom,3402.51億, - 中國聯通 (HKG),HKD,0.1275,34025100000000,4338200250000
SK Hynix,69.31兆, - SK Hynix Inc (KRX),KRW,0.0009,6931000000000000,6237900000000
Micron Technology,799.84億," - Micron Technology, Inc. (NASDAQ)",USD,1.0,7998400000000,7998400000000
Equinix,307.50億, - Equinix Inc (NASDAQ),USD,1.0,3075000000000,3075000000000
Altice,51.87億, - Altice NV Class A (AMS),EUR,1.1675,518700000000,605582250000
Telkom Indonesia,,,,1.1675,,
Hewlett Packard Enterprise,241.06億, - Hewlett Packard Enterprise Co (NYSE),USD,1.0,2410600000000,2410600000000
Nokia,291.49億, - Nokia Oyj (HEL),EUR,1.1675,2914900000000,3403145750000
Intuit,526.07億, - Intuit Inc. (NASDAQ),USD,1.0,5260700000000,5260700000000
Mitsubishi Electric,3.41兆, - Mitsubishi Electric Corporation (TYO),JPY,0.0091,341000000000000,3103100000000
HP,359.62億, - HP Inc (NYSE),USD,1.0,3596200000000,3596200000000
Analog Devices,352.98億," - Analog Devices, Inc. (NASDAQ)",USD,1.0,3529800000000,3529800000000
Philips,341.83億, - Koninklijke Philips NV (AMS),EUR,1.1675,3418300000000,3990865250000
Hikvision,3561.73億, - 海康威視 (SHE),CNY,0.1565,35617300000000,5574107450000
Murata Manufacturing,3.62兆," - Murata Manufacturing Co., Ltd. (TYO)",JPY,0.0091,362000000000000,3294200000000
Nidec,5.10兆, - NIDEC CORPORATION (TYO),JPY,0.0091,510000000000000,4641000000000
Chunghwa Telecom,8533.19億, - 中華電信 (TPE),TWD,,85331900000000,
Panasonic,3.73兆, - Panasonic Corporation (TYO),JPY,0.0091,373000000000000,3394300000000
TE Connectivity,329.55億, - TE Connectivity Ltd (NYSE),USD,1.0,3295500000000,3295500000000
Hitachi,3.96兆," - Hitachi, Ltd. (TYO)",JPY,0.0091,396000000000000,3603600000000
Corning,224.69億, - Corning Incorporated (NYSE),USD,1.0,2246900000000,2246900000000
Fiserv,290.53億, - Fiserv Inc (NASDAQ),USD,1.0,2905300000000,2905300000000
Western Digital,259.73億, - Western Digital Corp (NASDAQ),USD,1.0,2597300000000,2597300000000
Snap,134.75億, - Snap Inc (NYSE),USD,1.0,1347500000000,1347500000000
Telenor,"53,187", - Telenor ASA (SWX),CHF,1.0071,,
Vivendi,294.98億, - Vivendi SA (EPA),EUR,1.1675,2949800000000,3443891500000
Naver,22.58兆, - Naver Corp (KRX),KRW,0.0009,2258000000000000,2032200000000
Rogers Communications,253.41億, - Rogers Communications Inc. (USA) Class B (NYSE),USD,1.0,2534100000000,2534100000000
Infineon Technologies,270.59億, - Infineon Technologies AG (ETR),EUR,1.1675,2705900000000,3159138250000
Swisscom,230.88億, - Swisscom AG (VTX),CHF,1.0071,2308800000000,2325192480000
Dassault Systemes,304.92億, - Dassault Systemes SE (EPA),EUR,1.1675,3049200000000,3559941000000
Amadeus IT Group,295.68億, - Amadeus It Group SA (BME),EUR,1.1675,2956800000000,3452064000000
Amphenol,263.06億, - Amphenol Corporation (NYSE),USD,1.0,2630600000000,2630600000000
Bharti Airtel,1.51兆, - Bharti Airtel Limited (NSE),INR,0.0148,151000000000000,2234800000000
Ericsson,2175.13億, - ERICSSON/SH B (STO),SEK,0.1145,21751300000000,2490523850000
Level 3 Communications,,,,1.1675,,
Lam Research,333.12億, - Lam Research Corporation (NASDAQ),USD,1.0,3331200000000,3331200000000
Fortive,263.20億, - Fortive Corp (NYSE),USD,1.0,2632000000000,2632000000000
LARGAN Precision,5358.90億, - 大立光電 (TPE),TWD,,53589000000000,
Sharp,1.55兆, - Sharp Corporation (TYO),JPY,0.0091,155000000000000,1410500000000
Kyocera,2.51兆, - Kyocera Corp (TYO),JPY,0.0091,251000000000000,2284100000000
TELUS,270.72億, - TELUS Corporation (USA) (TSE),CAD,0.7718,2707200000000,2089416960000
Wipro,1.20兆, - Wipro Limited (NSE),INR,0.0148,120000000000000,1776000000000
Symantec,123.10億, - Symantec Corporation (NASDAQ),USD,1.0,1231000000000,1231000000000
Expedia,178.94億, - Expedia Group Inc (NASDAQ),USD,1.0,1789400000000,1789400000000
Skyworks Solutions,182.51億, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1825100000000,1825100000000
Autodesk,295.98億," - Autodesk, Inc. (NASDAQ)",USD,1.0,2959800000000,2959800000000
HCL Technologies,1.27兆, - HCL Technologies Ltd (NSE),INR,0.0148,127000000000000,1879600000000
BOE Technology Group,1422.24億, - 京東方A (SHE),CNY,0.1565,14222400000000,2225805600000
Telecom Italia,148.97億, - Telecom Italia SpA (BIT),EUR,1.1675,1489700000000,1739224750000
Hoya,2.46兆, - HOYA CORPORATION (TYO),JPY,0.0091,246000000000000,2238600000000
Fujifilm Holdings,2.18兆, - FUJIFILM Holdings Corp (TYO),JPY,0.0091,218000000000000,1983800000000
Tokyo Electron,3.52兆, - Tokyo Electron Ltd (TYO),JPY,0.0091,352000000000000,3203200000000
Check Point Software,155.08億, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1550800000000,1550800000000
Vestas Wind Systems,925.13億, - Vestas Wind Systems A/S (CPH),DKK,0.1567,9251300000000,1449678710000
Agilent Technologies,203.64億, - Agilent Technologies Inc (NYSE),USD,1.0,2036400000000,2036400000000
Teliasonera,1821.23億, - Telia Company AB (STO),SEK,0.1145,18212300000000,2085308350000
Secom,1.90兆, - Secom Co Ltd (TYO),JPY,0.0091,190000000000000,1729000000000
MTN Group,2152.97億, - MTN Group Limited (JSE),ZAC,,21529700000000,
Workday,276.24億, - Workday Inc (NASDAQ),USD,1.0,2762400000000,2762400000000
Renesas Electronics,1.79兆, - Renesas Electronics Corporation (TYO),JPY,0.0091,179000000000000,1628900000000
SK Telecom,18.37兆, - SK Telecom Co Ltd (KRX),KRW,0.0009,1837000000000000,1653300000000
Microchip Technology,228.08億, - Microchip Technology Inc. (NASDAQ),USD,1.0,2280800000000,2280800000000
Legrand,177.71億, - Legrand SA (EPA),EUR,1.1675,1777100000000,2074764250000
Liberty Broadband,128.64億, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1286400000000,1286400000000
Capgemini,195.44億, - Capgemini SE (EPA),EUR,1.1675,1954400000000,2281762000000
Focus Media Information Technology,1413.97億, - 分眾傳媒 (SHE),CNY,0.1565,14139700000000,2212863050000
Rakuten,1.06兆, - Rakuten Inc (TYO),JPY,0.0091,106000000000000,964600000000
Red Hat,293.34億, - Red Hat Inc (NYSE),USD,1.0,2933400000000,2933400000000
KLA-Tencor,178.65億, - KLA-Tencor Corp (NASDAQ),USD,1.0,1786500000000,1786500000000
Advanced Info Service,,,,1.1675,,
Best Buy,192.96億, - Best Buy Co Inc (NYSE),USD,1.0,1929600000000,1929600000000
SBA Communications,180.61億, - SBA Communications Corporation (NASDAQ),USD,1.0,1806100000000,1806100000000
AAC Technologies Holdings,1382.08億, - 瑞聲科技 (HKG),HKD,0.1275,13820800000000,1762152000000
ServiceNow,312.22億, - ServiceNow Inc (NYSE),USD,1.0,3122200000000,3122200000000
CGI Group,"430,199", - CGI Group Inc (TSE),CAD,0.7718,,
Xilinx,170.58億," - Xilinx, Inc. (NASDAQ)",USD,1.0,1705800000000,1705800000000
Delta Electronics,2987.17億, - 台達電子 (TPE),TWD,,29871700000000,
Seagate Technology,162.91億, - Seagate Technology PLC (NASDAQ),USD,1.0,1629100000000,1629100000000
Harris,181.54億, - Harris Corporation (NYSE),USD,1.0,1815400000000,1815400000000
STMicroelectronics,,,,1.1675,,
Dell Technologies,163.51億, - Dell Technologies Inc (NYSE),USD,1.0,1635100000000,1635100000000
WW Grainger,173.55億, - W W Grainger Inc (NYSE),USD,1.0,1735500000000,1735500000000
CenturyLink,196.13億, - Centurylink Inc (NYSE),USD,1.0,1961300000000,1961300000000
CA,150.37億," - CA, Inc. (NASDAQ)",USD,1.0,1503700000000,1503700000000
Iliad,85.18億, - Iliad SA (EPA),EUR,1.1675,851800000000,994476500000
Citrix Systems,145.65億," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1456500000000,1456500000000
Olympus,1.32兆, - Olympus Corp (TYO),JPY,0.0091,132000000000000,1201200000000
ATOS,746.24萬, - Atossa Genetics Inc (NASDAQ),USD,1.0,,
Taiwan Mobile,,,,1.1675,,
Advanced Micro Devices,137.29億," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1372900000000,1372900000000
Maxim Integrated Products,167.85億, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1678500000000,1678500000000
KPN,98.81億, - Koninklijke KPN N.V. (AMS),EUR,1.1675,988100000000,1153606750000
Fujitsu,1.44兆, - Fujitsu Ltd (TYO),JPY,0.0091,144000000000000,1310400000000
Ametek,173.89億," - AMETEK, Inc. (NYSE)",USD,1.0,1738900000000,1738900000000
Mediatek,5116.77億, - 聯發科技 (TPE),TWD,,51167700000000,
NetApp,175.25億, - NetApp Inc. (NASDAQ),USD,1.0,1752500000000,1752500000000
Maxis,,,,1.1675,,
Juniper Networks,95.07億," - Juniper Networks, Inc. (NYSE)",USD,1.0,950700000000,950700000000
Proximus,77.81億, - Proximus NV (EBR),EUR,1.1675,778100000000,908431750000
LG Electronics,16.51兆, - LG Electronics Inc. (KRX),KRW,0.0009,1651000000000000,1485900000000
Axiata Group,,,,1.1675,,
Akamai Technologies,132.93億," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1329300000000,1329300000000
Advanced Semiconductor,,,,1.1675,,
Garmin,121.54億, - Garmin Ltd. (NASDAQ),USD,1.0,1215400000000,1215400000000
ZTE,"1,271,734", - 中興通訊 (HKG),HKD,0.1275,,
Liberty Interactive,92.70億, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,927000000000,927000000000
LG Display,7.89兆, - LG Display Co Ltd (KRX),KRW,0.0009,789000000000000,710100000000
Samsung SDS,17.41兆, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1741000000000000,1566900000000
OMRON,1.27兆, - OMRON Corporation (TYO),JPY,0.0091,127000000000000,1155700000000
CDW,124.63億, - CDW common stock (NASDAQ),USD,1.0,1246300000000,1246300000000
Ooredoo Telecom,,,,1.1675,,
Nomura Research Institute,1.37兆, - Nomura Research Institute Ltd (TYO),JPY,0.0091,137000000000000,1246700000000
Amdocs,97.91億, - Amdocs Limited (NASDAQ),USD,1.0,979100000000,979100000000
VeriSign,159.18億," - Verisign, Inc. (NASDAQ)",USD,1.0,1591800000000,1591800000000
F5 Networks,108.25億," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1082500000000,1082500000000
Flextronics International,71.31億, - Flex Ltd (NASDAQ),USD,1.0,713100000000,713100000000
Open Text,94.70億, - Open Text Corp (USA) (NASDAQ),USD,1.0,947000000000,947000000000
Samsung SDI,14.38兆, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1438000000000000,1294200000000
Toshiba,2.03兆, - Toshiba Corp (TYO),JPY,0.0091,203000000000000,1847300000000
Quanta Computer,2062.50億, - 廣達電腦 (TPE),TWD,,20625000000000,
Lenovo Group,502.22億, - 聯想集團 (HKG),HKD,0.1275,5022200000000,640330500000
TDK,1.32兆, - TDK Corp (TYO),JPY,0.0091,132000000000000,1201200000000
Pegatron,1727.79億, - 和碩聯合科技 (TPE),TWD,,17277900000000,
Emirates Integrated Telecom,,,,1.1675,,
Asustek Computer,,,,1.1675,,
China Railway Signal & Communication,,,,1.1675,,
KT Corp,7.09兆, - KT Corp (KRX),KRW,0.0009,709000000000000,638100000000
Turkcell,279.62億, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2117,2796200000000,591955540000
Legend Holding,602.02億, - 聯想控股 (HKG),HKD,0.1275,6020200000000,767575500000
VEON,44.01億, - VEON Ltd (ADR) (NASDAQ),USD,1.0,440100000000,440100000000
Tsinghua Tongfang,326.33億, - 清華同方 (SHA),,1.1675,3263300000000,3809902750000
TCL Corp,435.18億, - TCL集團 (SHE),CNY,0.1565,4351800000000,681056700000
Arrow Electronics,65.03億," - Arrow Electronics, Inc. (NYSE)",USD,1.0,650300000000,650300000000
NEC,7853.27億, - NEC Corp (TYO),JPY,0.0091,78532700000000,714647570000
G4S,43.62億, - G4S plc (LON),GBP,1.3337,436200000000,581759940000
Avnet,45.72億," - Avnet, Inc. (NASDAQ)",USD,1.0,457200000000,457200000000
LG Uplus,5.54兆, - LG Uplus Corp (KRX),KRW,0.0009,554000000000000,498600000000
Rexel,40.01億, - Rexel SA (EPA),EUR,1.1675,400100000000,467116750000
Jabil Circuit,48.32億, - Jabil Inc (NYSE),USD,1.0,483200000000,483200000000
Yamada Denki,5557.32億, - Yamada Denki Co Ltd (TYO),JPY,0.0091,55573200000000,505716120000
China Great Wall Computer,,,,1.1675,,
China Communications Services,352.53億, - 中國通信服務股份有限公司 (HKG),HKD,0.1275,3525300000000,449475750000
Nanya Technology,3017.90億, - 南亞科技 (TPE),TWD,,30179000000000,
Konica Minolta Business Solutions,5147.28億, - Konica Minolta Inc (TYO),JPY,0.0091,51472800000000,468402480000
Innolux,1139.51億, - 群創光電 (TPE),TWD,,11395100000000,
SYNNEX,43.36億, - SYNNEX Corporation (NYSE),USD,1.0,433600000000,433600000000
AU Optronics,1222.28億, - 友達光電 (TPE),TWD,,12222800000000,
Sistema,1000.22億, - AFK Sistema PAO (MCX),RUB,0.0161,10002200000000,161035420000
Tech Data,30.33億, - Tech Data Corp (NASDAQ),USD,1.0,303300000000,303300000000
Compal Electronics,,,,1.1675,,
Inventec,848.44億, - 英業達集團 (TPE),TWD,,8484400000000,
Frontier Communications,5.14億, - Frontier Communications Corp (NASDAQ),USD,1.0,51400000000,51400000000
Wistron,640.44億, - 緯創資通 (TPE),TWD,,6404400000000,
WPG Holdings,784.78億, - 大聯大投資控股股份有限公司 (TPE),TWD,,7847800000000,
Synnex Technology Intl,,,,1.1675,,
Oi,30.92億, - Owens-Illinois Inc (NYSE),USD,1.0,309200000000,309200000000
Intelsat,18.28億, - Intelsat SA (NYSE),USD,1.0,182800000000,182800000000
