name,market_cap,place,symbol,rate,market_cap_format,market_cap_USD
Infineon Technologies,271.50億, - Infineon Technologies AG (ETR),EUR,1.1632,2715000000000,3158088000000
Swisscom,227.73億, - Swisscom AG (VTX),CHF,1.0103,2277300000000,2300756190000
Dassault Systemes,301.24億, - Dassault Systemes SE (EPA),EUR,1.1632,3012400000000,3504023680000
Amadeus IT Group,294.20億, - Amadeus It Group SA (BME),EUR,1.1632,2942000000000,3422134400000
Amphenol,263.97億, - Amphenol Corporation (NYSE),USD,1.0,2639700000000,2639700000000
Bharti Airtel,1.50兆, - Bharti Airtel Limited (NSE),INR,0.0148,150000000000000,2220000000000
Ericsson,2157.61億, - ERICSSON/SH B (STO),SEK,0.1132,21576100000000,2442414520000
Level 3 Communications,,,,1.0,,
Lam Research,331.09億, - Lam Research Corporation (NASDAQ),USD,1.0,3310900000000,3310900000000
Fortive,258.60億, - Fortive Corp (NYSE),USD,1.0,2586000000000,2586000000000
LARGAN Precision,5539.99億, - 大立光電 (TPE),TWD,0.03331866,55399900000000,1845850432134
Sharp,1.45兆, - Sharp Corporation (TYO),JPY,0.0092,145000000000000,1334000000000
Kyocera,2.44兆, - Kyocera Corp (TYO),JPY,0.0092,244000000000000,2244800000000
TELUS,270.72億, - TELUS Corporation (USA) (TSE),CAD,0.7707,2707200000000,2086439040000
Wipro,1.18兆, - Wipro Limited (NSE),INR,0.0148,118000000000000,1746400000000
Symantec,130.83億, - Symantec Corporation (NASDAQ),USD,1.0,1308300000000,1308300000000
Expedia,177.19億, - Expedia Group Inc (NASDAQ),USD,1.0,1771900000000,1771900000000
Skyworks Solutions,181.67億, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1816700000000,1816700000000
Autodesk,283.46億," - Autodesk, Inc. (NASDAQ)",USD,1.0,2834600000000,2834600000000
HCL Technologies,1.26兆, - HCL Technologies Ltd (NSE),INR,0.0148,126000000000000,1864800000000
BOE Technology Group,1359.76億, - 京東方A (SHE),CNY,0.1558,13597600000000,2118506080000
Telecom Italia,146.08億, - Telecom Italia SpA (BIT),EUR,1.1632,1460800000000,1699202560000
Hoya,2.46兆, - HOYA CORPORATION (TYO),JPY,0.0092,246000000000000,2263200000000
Fujifilm Holdings,2.16兆, - FUJIFILM Holdings Corp (TYO),JPY,0.0092,216000000000000,1987200000000
Tokyo Electron,3.37兆, - Tokyo Electron Ltd (TYO),JPY,0.0092,337000000000000,3100400000000
Check Point Software,154.18億, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1541800000000,1541800000000
Vestas Wind Systems,915.22億, - Vestas Wind Systems A/S (CPH),DKK,0.1563,9152200000000,1430488860000
Agilent Technologies,202.16億, - Agilent Technologies Inc (NYSE),USD,1.0,2021600000000,2021600000000
Teliasonera,1837.96億, - Telia Company AB (STO),SEK,0.1132,18379600000000,2080570720000
Secom,1.90兆, - Secom Co Ltd (TYO),JPY,0.0092,190000000000000,1748000000000
MTN Group,2094.07億, - MTN Group Limited (JSE),ZAC,,20940700000000,
Workday,283.49億, - Workday Inc (NASDAQ),USD,1.0,2834900000000,2834900000000
Renesas Electronics,1.79兆, - Renesas Electronics Corporation (TYO),JPY,0.0092,179000000000000,1646800000000
SK Telecom,17.97兆, - SK Telecom Co Ltd (KRX),KRW,0.0009,1797000000000000,1617300000000
Microchip Technology,228.51億, - Microchip Technology Inc. (NASDAQ),USD,1.0,2285100000000,2285100000000
Legrand,172.90億, - Legrand SA (EPA),EUR,1.1632,1729000000000,2011172800000
Liberty Broadband,125.78億, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1257800000000,1257800000000
Capgemini,190.81億, - Capgemini SE (EPA),EUR,1.1632,1908100000000,2219501920000
Focus Media Information Technology,1494.70億, - 分眾傳媒 (SHE),CNY,0.1558,14947000000000,2328742600000
Rakuten,1.05兆, - Rakuten Inc (TYO),JPY,0.0092,105000000000000,966000000000
Red Hat,292.06億, - Red Hat Inc (NYSE),USD,1.0,2920600000000,2920600000000
KLA-Tencor,177.71億, - KLA-Tencor Corp (NASDAQ),USD,1.0,1777100000000,1777100000000
Advanced Info Service,,,,1.0,,
Best Buy,196.21億, - Best Buy Co Inc (NYSE),USD,1.0,1962100000000,1962100000000
SBA Communications,182.80億, - SBA Communications Corporation (NASDAQ),USD,1.0,1828000000000,1828000000000
AAC Technologies Holdings,1434.63億, - 瑞聲科技 (HKG),HKD,0.1274,14346300000000,1827718620000
ServiceNow,315.31億, - ServiceNow Inc (NYSE),USD,1.0,3153100000000,3153100000000
CGI Group,"431,552", - CGI Group Inc (TSE),CAD,0.7707,,
Xilinx,172.37億," - Xilinx, Inc. (NASDAQ)",USD,1.0,1723700000000,1723700000000
Delta Electronics,2909.25億, - 台達電子 (TPE),TWD,0.03331866,29092500000000,969323116050
Seagate Technology,166.58億, - Seagate Technology PLC (NASDAQ),USD,1.0,1665800000000,1665800000000
Harris,181.36億, - Harris Corporation (NYSE),USD,1.0,1813600000000,1813600000000
STMicroelectronics,,,,1.0,,
Dell Technologies,161.56億, - Dell Technologies Inc (NYSE),USD,1.0,1615600000000,1615600000000
WW Grainger,172.23億, - W W Grainger Inc (NYSE),USD,1.0,1722300000000,1722300000000
CenturyLink,197.54億, - Centurylink Inc (NYSE),USD,1.0,1975400000000,1975400000000
CA,148.26億," - CA, Inc. (NASDAQ)",USD,1.0,1482600000000,1482600000000
Iliad,83.43億, - Iliad SA (EPA),EUR,1.1632,834300000000,970457760000
Citrix Systems,144.48億," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1444800000000,1444800000000
Olympus,1.31兆, - Olympus Corp (TYO),JPY,0.0092,131000000000000,1205200000000
ATOS,853.93萬, - Atossa Genetics Inc (NASDAQ),USD,1.0,,
Taiwan Mobile,3780.02億, - 台灣大哥大 (TPE),TWD,0.03331866,37800200000000,1259452011732
Advanced Micro Devices,133.96億," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1339600000000,1339600000000
Maxim Integrated Products,164.17億, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1641700000000,1641700000000
KPN,98.25億, - Koninklijke KPN N.V. (AMS),EUR,1.1632,982500000000,1142844000000
Fujitsu,1.38兆, - Fujitsu Ltd (TYO),JPY,0.0092,138000000000000,1269600000000
Ametek,173.01億," - AMETEK, Inc. (NYSE)",USD,1.0,1730100000000,1730100000000
Mediatek,4879.89億, - 聯發科技 (TPE),TWD,0.03331866,48798900000000,1625913957474
NetApp,182.80億, - NetApp Inc. (NASDAQ),USD,1.0,1828000000000,1828000000000
Maxis,,,,1.0,,
Juniper Networks,94.27億," - Juniper Networks, Inc. (NYSE)",USD,1.0,942700000000,942700000000
Proximus,77.42億, - Proximus NV (EBR),EUR,1.1632,774200000000,900549440000
LG Electronics,16.06兆, - LG Electronics Inc. (KRX),KRW,0.0009,1606000000000000,1445400000000
Axiata Group,385.52億, - Axiata Group Bhd (KLSE),,1.0,3855200000000,3855200000000
Akamai Technologies,129.82億," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1298200000000,1298200000000
Advanced Semiconductor,,,,1.0,,
Garmin,120.63億, - Garmin Ltd. (NASDAQ),USD,1.0,1206300000000,1206300000000
ZTE,,,,1.0,,
Liberty Interactive,96.83億, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,968300000000,968300000000
LG Display,8.00兆, - LG Display Co Ltd (KRX),KRW,0.0009,800000000000000,720000000000
Samsung SDS,16.48兆, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1648000000000000,1483200000000
OMRON,1.23兆, - OMRON Corporation (TYO),JPY,0.0092,123000000000000,1131600000000
CDW,123.53億, - CDW common stock (NASDAQ),USD,1.0,1235300000000,1235300000000
Ooredoo Telecom,,,,1.0,,
Nomura Research Institute,1.37兆, - Nomura Research Institute Ltd (TYO),JPY,0.0092,137000000000000,1260400000000
Amdocs,98.57億, - Amdocs Limited (NASDAQ),USD,1.0,985700000000,985700000000
VeriSign,160.92億," - Verisign, Inc. (NASDAQ)",USD,1.0,1609200000000,1609200000000
F5 Networks,105.83億," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1058300000000,1058300000000
Flextronics International,74.45億, - Flex Ltd (NASDAQ),USD,1.0,744500000000,744500000000
Open Text,93.08億, - Open Text Corp (USA) (NASDAQ),USD,1.0,930800000000,930800000000
Samsung SDI,14.06兆, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1406000000000000,1265400000000
Toshiba,2.00兆, - Toshiba Corp (TYO),JPY,0.0092,200000000000000,1840000000000
Quanta Computer,2070.22億, - 廣達電腦 (TPE),TWD,0.03331866,20702200000000,689769563052
Lenovo Group,490.20億, - 聯想集團 (HKG),HKD,0.1274,4902000000000,624514800000
TDK,1.27兆, - TDK Corp (TYO),JPY,0.0092,127000000000000,1168400000000
Pegatron,1685.96億, - 和碩聯合科技 (TPE),TWD,0.03331866,16859600000000,561739280136
Emirates Integrated Telecom,,,,1.0,,
Asustek Computer,2027.74億, - 華碩 (TPE),TWD,0.03331866,20277400000000,675615796284
China Railway Signal & Communication,,,,1.0,,
KT Corp,7.09兆, - KT Corp (KRX),KRW,0.0009,709000000000000,638100000000
Turkcell,266.11億, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2245,2661100000000,597416950000
Legend Holding,597.30億, - 聯想控股 (HKG),HKD,0.1274,5973000000000,760960200000
VEON,47.75億, - VEON Ltd (ADR) (NASDAQ),USD,1.0,477500000000,477500000000
Tsinghua Tongfang,326.32億, - 清華同方 (SHA),,1.0,3263200000000,3263200000000
TCL Corp,413.56億, - TCL集團 (SHE),CNY,0.1558,4135600000000,644326480000
Arrow Electronics,66.03億," - Arrow Electronics, Inc. (NYSE)",USD,1.0,660300000000,660300000000
NEC,7918.39億, - NEC Corp (TYO),JPY,0.0092,79183900000000,728491880000
G4S,42.22億, - G4S plc (LON),GBP,1.3294,422200000000,561272680000
Avnet,45.55億," - Avnet, Inc. (NASDAQ)",USD,1.0,455500000000,455500000000
LG Uplus,5.17兆, - LG Uplus Corp (KRX),KRW,0.0009,517000000000000,465300000000
Rexel,38.73億, - Rexel SA (EPA),EUR,1.1632,387300000000,450507360000
Jabil Circuit,48.82億, - Jabil Inc (NYSE),USD,1.0,488200000000,488200000000
Yamada Denki,5441.34億, - Yamada Denki Co Ltd (TYO),JPY,0.0092,54413400000000,500603280000
China Great Wall Computer,,,,1.0,,
China Communications Services,346.30億, - 中國通信服務股份有限公司 (HKG),HKD,0.1274,3463000000000,441186200000
Nanya Technology,2954.84億, - 南亞科技 (TPE),TWD,0.03331866,29548400000000,984513093144
Konica Minolta Business Solutions,4951.24億, - Konica Minolta Inc (TYO),JPY,0.0092,49512400000000,455514080000
Innolux,1144.49億, - 群創光電 (TPE),TWD,0.03331866,11444900000000,381328731834
SYNNEX,43.84億, - SYNNEX Corporation (NYSE),USD,1.0,438400000000,438400000000
AU Optronics,1251.15億, - 友達光電 (TPE),TWD,0.03331866,12511500000000,416866414590
Sistema,,,,1.0,,
Tech Data,31.56億, - Tech Data Corp (NASDAQ),USD,1.0,315600000000,315600000000
Compal Electronics,,,,1.0,,
Inventec,860.99億, - 英業達集團 (TPE),TWD,0.03331866,8609900000000,286870330734
Frontier Communications,6.20億, - Frontier Communications Corp (NASDAQ),USD,1.0,62000000000,62000000000
Wistron,634.95億, - 緯創資通 (TPE),TWD,0.03331866,6349500000000,211556831670
WPG Holdings,783.86億, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03331866,7838600000000,261171648276
Synnex Technology Intl,790.61億, - 聯強國際 (TPE),TWD,0.03331866,7906100000000,263420657826
Oi,30.14億, - Owens-Illinois Inc (NYSE),USD,1.0,301400000000,301400000000
Intelsat,19.21億, - Intelsat SA (NYSE),USD,1.0,192100000000,192100000000
