name,market_cap,place,symbol,rate,market_cap_format,market_cap_USD
Rogers Communications,"968,306", - Rogers Communications Inc. (USA) Class B (TSE),CAD,0.7676,,
Infineon Technologies,268.77億, - Infineon Technologies AG (ETR),EUR,1.1558,2687700000000,3106443660000
Swisscom,227.83億, - Swisscom AG (VTX),CHF,1.0036,2278300000000,2286501880000
Dassault Systemes,300.85億, - Dassault Systemes SE (EPA),EUR,1.1558,3008500000000,3477224300000
Amadeus IT Group,294.55億, - Amadeus It Group SA (BME),EUR,1.1558,2945500000000,3404408900000
Amphenol,262.19億, - Amphenol Corporation (NYSE),USD,1.0,2621900000000,2621900000000
Bharti Airtel,1.51兆, - Bharti Airtel Limited (NSE),INR,0.0147,151000000000000,2219700000000
Ericsson,2179.12億, - ERICSSON/SH B (STO),SEK,0.112,21791200000000,2440614400000
Level 3 Communications,,,,1.0,,
Lam Research,328.55億, - Lam Research Corporation (NASDAQ),USD,1.0,3285500000000,3285500000000
Fortive,258.00億, - Fortive Corp (NYSE),USD,1.0,2580000000000,2580000000000
LARGAN Precision,5633.89億, - 大立光電 (TPE),TWD,0.03331217,56338900000000,1876771014413
Sharp,1.48兆, - Sharp Corporation (TYO),JPY,0.0092,148000000000000,1361600000000
Kyocera,2.48兆, - Kyocera Corp (TYO),JPY,0.0092,248000000000000,2281600000000
TELUS,270.72億, - TELUS Corporation (USA) (TSE),CAD,0.7676,2707200000000,2078046719999
Wipro,1.18兆, - Wipro Limited (NSE),INR,0.0147,118000000000000,1734600000000
Symantec,130.65億, - Symantec Corporation (NASDAQ),USD,1.0,1306500000000,1306500000000
Expedia,176.06億, - Expedia Group Inc (NASDAQ),USD,1.0,1760600000000,1760600000000
Skyworks Solutions,181.06億, - Skyworks Solutions Inc (NASDAQ),USD,1.0,1810600000000,1810600000000
Autodesk,284.01億," - Autodesk, Inc. (NASDAQ)",USD,1.0,2840100000000,2840100000000
HCL Technologies,1.28兆, - HCL Technologies Ltd (NSE),INR,0.0147,128000000000000,1881600000000
BOE Technology Group,1373.20億, - 京東方A (SHE),CNY,0.1558,13732000000000,2139445600000
Telecom Italia,145.38億, - Telecom Italia SpA (BIT),EUR,1.1558,1453800000000,1680302040000
Hoya,2.45兆, - HOYA CORPORATION (TYO),JPY,0.0092,245000000000000,2254000000000
Fujifilm Holdings,2.14兆, - FUJIFILM Holdings Corp (TYO),JPY,0.0092,214000000000000,1968800000000
Tokyo Electron,3.39兆, - Tokyo Electron Ltd (TYO),JPY,0.0092,339000000000000,3118800000000
Check Point Software,153.45億, - Check Point Software Technologies Ltd. (NASDAQ),USD,1.0,1534500000000,1534500000000
Vestas Wind Systems,919.00億, - Vestas Wind Systems A/S (CPH),DKK,0.1553,9190000000000,1427207000000
Agilent Technologies,199.45億, - Agilent Technologies Inc (NYSE),USD,1.0,1994500000000,1994500000000
Teliasonera,1821.20億, - Telia Company AB (STO),SEK,0.112,18212000000000,2039744000000
Secom,1.90兆, - Secom Co Ltd (TYO),JPY,0.0092,190000000000000,1748000000000
MTN Group,2109.03億, - MTN Group Limited (JSE),ZAC,,21090300000000,
Workday,280.54億, - Workday Inc (NASDAQ),USD,1.0,2805400000000,2805400000000
Renesas Electronics,1.79兆, - Renesas Electronics Corporation (TYO),JPY,0.0092,179000000000000,1646800000000
SK Telecom,18.01兆, - SK Telecom Co Ltd (KRX),KRW,0.0009,1801000000000000,1620900000000
Microchip Technology,223.16億, - Microchip Technology Inc. (NASDAQ),USD,1.0,2231600000000,2231600000000
Legrand,173.06億, - Legrand SA (EPA),EUR,1.1558,1730600000000,2000227480000
Liberty Broadband,126.96億, - Liberty Broadband Corp Series A (NASDAQ),USD,1.0,1269600000000,1269600000000
Capgemini,192.58億, - Capgemini SE (EPA),EUR,1.1558,1925800000000,2225839640000
Focus Media Information Technology,1411.52億, - 分眾傳媒 (SHE),CNY,0.1558,14115200000000,2199148160000
Rakuten,1.03兆, - Rakuten Inc (TYO),JPY,0.0092,103000000000000,947600000000
Red Hat,289.48億, - Red Hat Inc (NYSE),USD,1.0,2894800000000,2894800000000
KLA-Tencor,177.15億, - KLA-Tencor Corp (NASDAQ),USD,1.0,1771500000000,1771500000000
Advanced Info Service,5712.16億, - Advanced Info Service PCL (BKK),THB,0.0312,57121600000000,1782193920000
Best Buy,192.20億, - Best Buy Co Inc (NYSE),USD,1.0,1922000000000,1922000000000
SBA Communications,181.89億, - SBA Communications Corporation (NASDAQ),USD,1.0,1818900000000,1818900000000
AAC Technologies Holdings,1448.07億, - 瑞聲科技 (HKG),HKD,0.1275,14480700000000,1846289250000
ServiceNow,311.48億, - ServiceNow Inc (NYSE),USD,1.0,3114800000000,3114800000000
CGI Group,"428,473", - CGI Group Inc (TSE),CAD,0.7676,,
Xilinx,173.86億," - Xilinx, Inc. (NASDAQ)",USD,1.0,1738600000000,1738600000000
Delta Electronics,2909.25億, - 台達電子 (TPE),TWD,0.03331216,29092500000000,969134014800
Seagate Technology,164.34億, - Seagate Technology PLC (NASDAQ),USD,1.0,1643400000000,1643400000000
Harris,179.12億, - Harris Corporation (NYSE),USD,1.0,1791200000000,1791200000000
STMicroelectronics,,,,1.0,,
Dell Technologies,160.58億, - Dell Technologies Inc (NYSE),USD,1.0,1605800000000,1605800000000
WW Grainger,169.69億, - W W Grainger Inc (NYSE),USD,1.0,1696900000000,1696900000000
CenturyLink,196.57億, - Centurylink Inc (NYSE),USD,1.0,1965700000000,1965700000000
CA,147.09億," - CA, Inc. (NASDAQ)",USD,1.0,1470900000000,1470900000000
Iliad,84.29億, - Iliad SA (EPA),EUR,1.1558,842900000000,974223820000
Citrix Systems,143.64億," - Citrix Systems, Inc. (NASDAQ)",USD,1.0,1436400000000,1436400000000
Olympus,1.29兆, - Olympus Corp (TYO),JPY,0.0092,129000000000000,1186800000000
ATOS,867.19萬, - Atossa Genetics Inc (NASDAQ),USD,1.0,,
Taiwan Mobile,,,,1.0,,
Advanced Micro Devices,129.50億," - Advanced Micro Devices, Inc. (NASDAQ)",USD,1.0,1295000000000,1295000000000
Maxim Integrated Products,164.65億, - Maxim Integrated Products Inc. (NASDAQ),USD,1.0,1646500000000,1646500000000
KPN,98.55億, - Koninklijke KPN N.V. (AMS),EUR,1.1558,985500000000,1139040900000
Fujitsu,1.37兆, - Fujitsu Ltd (TYO),JPY,0.0092,137000000000000,1260400000000
Ametek,170.47億," - AMETEK, Inc. (NYSE)",USD,1.0,1704700000000,1704700000000
Mediatek,4903.58億, - 聯發科技 (TPE),TWD,0.03331216,49035800000000,1633488415328
NetApp,179.40億, - NetApp Inc. (NASDAQ),USD,1.0,1794000000000,1794000000000
Maxis,,,,1.0,,
Juniper Networks,94.69億," - Juniper Networks, Inc. (NYSE)",USD,1.0,946900000000,946900000000
Proximus,77.35億, - Proximus NV (EBR),EUR,1.1558,773500000000,894011300000
LG Electronics,16.44兆, - LG Electronics Inc. (KRX),KRW,0.0009,1644000000000000,1479600000000
Axiata Group,382.80億, - Axiata Group Bhd (KLSE),,1.0,3828000000000,3828000000000
Akamai Technologies,129.37億," - Akamai Technologies, Inc. (NASDAQ)",USD,1.0,1293700000000,1293700000000
Advanced Semiconductor,,,,1.0,,
Garmin,119.72億, - Garmin Ltd. (NASDAQ),USD,1.0,1197200000000,1197200000000
ZTE,,,,1.0,,
Liberty Interactive,97.98億, - Qurate Retail Inc Series A (NASDAQ),USD,1.0,979800000000,979800000000
LG Display,8.03兆, - LG Display Co Ltd (KRX),KRW,0.0009,803000000000000,722700000000
Samsung SDS,16.67兆, - Samsung SDS Co Ltd (KRX),KRW,0.0009,1667000000000000,1500300000000
OMRON,1.22兆, - OMRON Corporation (TYO),JPY,0.0092,122000000000000,1122400000000
CDW,122.76億, - CDW common stock (NASDAQ),USD,1.0,1227600000000,1227600000000
Ooredoo Telecom,,,,1.0,,
Nomura Research Institute,1.36兆, - Nomura Research Institute Ltd (TYO),JPY,0.0092,136000000000000,1251200000000
Amdocs,96.84億, - Amdocs Limited (NASDAQ),USD,1.0,968400000000,968400000000
VeriSign,158.64億," - Verisign, Inc. (NASDAQ)",USD,1.0,1586400000000,1586400000000
F5 Networks,105.58億," - F5 Networks, Inc. (NASDAQ)",USD,1.0,1055800000000,1055800000000
Flextronics International,74.45億, - Flex Ltd (NASDAQ),USD,1.0,744500000000,744500000000
Open Text,91.55億, - Open Text Corp (USA) (NASDAQ),USD,1.0,915500000000,915500000000
Samsung SDI,14.31兆, - Samsung SDI Co Ltd (KRX),KRW,0.0009,1431000000000000,1287900000000
Toshiba,1.99兆, - Toshiba Corp (TYO),JPY,0.0092,199000000000000,1830800000000
Quanta Computer,2066.36億, - 廣達電腦 (TPE),TWD,0.03331216,20663600000000,688349149376
Lenovo Group,,,,1.0,,
TDK,1.26兆, - TDK Corp (TYO),JPY,0.0092,126000000000000,1159200000000
Pegatron,1701.65億, - 和碩聯合科技 (TPE),TWD,0.03331216,17016500000000,566856370640
Emirates Integrated Telecom,,,,1.0,,
Asustek Computer,2031.45億, - 華碩 (TPE),TWD,0.03331216,20314500000000,676719874320
China Railway Signal & Communication,,,,1.0,,
KT Corp,7.08兆, - KT Corp (KRX),KRW,0.0009,708000000000000,637200000000
Turkcell,272.87億, - Turkcell Iletisim Hizmetleri A.S. (IST),TRY,0.2167,2728700000000,591309290000
Legend Holding,596.13億, - 聯想控股 (HKG),HKD,0.1275,5961300000000,760065750000
VEON,44.38億, - VEON Ltd (ADR) (NASDAQ),USD,1.0,443800000000,443800000000
Tsinghua Tongfang,320.40億, - 清華同方 (SHA),,1.0,3204000000000,3204000000000
TCL Corp,425.72億, - TCL集團 (SHE),CNY,0.1558,4257200000000,663271760000
Arrow Electronics,65.15億," - Arrow Electronics, Inc. (NYSE)",USD,1.0,651500000000,651500000000
NEC,7775.13億, - NEC Corp (TYO),JPY,0.0092,77751300000000,715311960000
G4S,42.86億, - G4S plc (LON),GBP,1.3263,428600000000,568452180000
Avnet,45.66億," - Avnet, Inc. (NASDAQ)",USD,1.0,456600000000,456600000000
LG Uplus,5.33兆, - LG Uplus Corp (KRX),KRW,0.0009,533000000000000,479700000000
Rexel,39.11億, - Rexel SA (EPA),EUR,1.1558,391100000000,452033380000
Jabil Circuit,48.87億, - Jabil Inc (NYSE),USD,1.0,488700000000,488700000000
Yamada Denki,5460.67億, - Yamada Denki Co Ltd (TYO),JPY,0.0092,54606700000000,502381640000
China Great Wall Computer,,,,1.0,,
China Communications Services,337.30億, - 中國通信服務股份有限公司 (HKG),HKD,0.1275,3373000000000,430057500000
Nanya Technology,2891.78億, - 南亞科技 (TPE),TWD,0.03331216,28917800000000,963314380448
Konica Minolta Business Solutions,,,,1.0,,
Innolux,1129.56億, - 群創光電 (TPE),TWD,0.03331216,11295600000000,376280834496
SYNNEX,43.23億, - SYNNEX Corporation (NYSE),USD,1.0,432300000000,432300000000
AU Optronics,1231.90億, - 友達光電 (TPE),TWD,0.03331216,12319000000000,410372499040
Sistema,,,,1.0,,
Tech Data,31.09億, - Tech Data Corp (NASDAQ),USD,1.0,310900000000,310900000000
Compal Electronics,,,,1.0,,
Inventec,853.82億, - 英業達集團 (TPE),TWD,0.03331216,8538200000000,284425884512
Frontier Communications,6.15億, - Frontier Communications Corp (NASDAQ),USD,1.0,61500000000,61500000000
Wistron,629.45億, - 緯創資通 (TPE),TWD,0.03331216,6294500000000,209683391120
WPG Holdings,782.95億, - 大聯大投資控股股份有限公司 (TPE),TWD,0.03331216,7829500000000,260817556720
Synnex Technology Intl,783.10億, - 聯強國際 (TPE),TWD,0.03331216,7831000000000,260867524960
Oi,30.05億, - Owens-Illinois Inc (NYSE),USD,1.0,300500000000,300500000000
Intelsat,18.81億, - Intelsat SA (NYSE),USD,1.0,188100000000,188100000000
